Source,Target
GUTCBH,SALWAH
HERWAP-2,SALWAH
MANRIT-3,SALWAH
QUELOP,SALWAH
YSTTEA,SALWAH
GILAKW,SALWAH
HOAHMD,SALWAH
JAITBB,SALWAH
RANSHC-2,SALWAH
GRIFHI,SALWAH
BRAAPF-4,SALWAH
ALVTIO-5,SALWAH
ZHEFHT,SALWAH
ABRWDW,SALWAH
HOLCAE-3,SALWAH
SMICIC-9,SALWAH
MCDPDA-2,SALWAH
METFMR,METPDO
VANMDA-9,METPDO
METPDO,METPDO
VANEOC-14,METPDO
MOLSDA-5,METPDO
KRGTDC,METPDO
LIGESF,METPDO
COEDKT,GAMAVT
BEHNMA-2,GAMAVT
STEAVA-8,GAMAVT
REITAC-7,GAMAVT
FEIHBM,GAMAVT
GIRAIA-2,GAMAVT
STEAVA-5,GAMAVT
CONURI,GAMAVT
GERTAE-3,GAMAVT
MLLIIT,GAMAVT
STEAVA-6,GAMAVT
GAMAFC,GAMAVT
HARTMC-8,GAMAVT
GIAWEC,GAMAVT
CONBIO-3,GAMAVT
SISANP-2,GAMAVT
GRAAAM-6,GAMAVT
BALERA-3,GAMAVT
PARMCO-5,PULFEA
SHAOCD-2,PULFEA
NURQRR,PULFEA
BIETDL,PULFEA
JOHCAD-4,PULFEA
KHUMFF-3,PULFEA
BERDWW,PULFEA
LIUWCH,PULFEA
PALRAR-4,PULFEA
PARLCA-7,PULFEA
VARRIP,LEERED
YEAUHJ,LEERED
MINRIB,LEERED
RATRIA,LEERED
RAYBEA-2,LEERED
GARTTH,LEERED
GROLFT-6,LEERED
JANCTC-2,LEERED
KOLBTG,LEERED
KOPRSC,LEERED
KUCDWW,LEERED
MILUAT-3,LEERED
DOUAIC,LEERED
BAKADA-4,LEERED
BANBBD-2,LEERED
BARCMT-3,LEERED
LEEWAF-2,LEERED
INEDBS,THOCIP
SHADCI,THOCIP
HIGSEB,THOCIP
ZUKRVO,THOCIP
ZAWDOT,THOCIP
ZAWPTO,THOCIP
ADATMP-2,THOCIP
GILIEI-3,THOCIP
FINITD,THOCIP
BLUSAU-3,THOCIP
THODBS,THOCIP
GILDTD-3,THOCIP
BLUSAU,THOCIP
THOICA-7,THOCIP
BLURDS,THOCIP
GABCCB,FRERAI-6
EELAMO-3,FRERAI-6
FLEPAI-5,FRERAI-6
OCOCIS,FRERAI-6
POLFMO,FRERAI-6
FAZDTA,FRERAI-6
SIKOOS,FRERAI-6
EELFMO,FRERAI-6
CONANK,FRERAI-6
WEACIS,FRERAI-6
SANLNA,FRERAI-6
EELSLF,FRERAI-6
EELESI,FRERAI-6
GOLSE,FRERAI-6
GRIMEE,FRERAI-6
BORTTD-2,FRERAI-6
PERAST-5,FRERAI-6
DOUNEI,FRERAI-6
SCHCMI-4,FRERAI-6
RADRTH-3,FRERAI-6
RADRTH-2,FRERAI-6
AYDALT,FRERAI-6
BORTTD,FRERAI-6
FREWIT-3,FRERAI-6
GOL-5,FRERAI-6
OCOSEL,FRERAI-6
HARCMI-5,FRERAI-6
WEAEEF,FRERAI-6
HAHCAE,FRERAI-6
HLTSTN,FRERAI-6
PESACA,FRERAI-6
HAHTTP,FRERAI-6
DOUPAF-2,FRERAI-6
FRATPO-86,KENFIS
RUDCMN,KENFIS
KOCVDA,KENFIS
SORIMU,KENFIS
FRAFWZ,KENFIS
RUDAAE-2,KENFIS
BELBKA,BIRNK-2
REAGOA,BIRNK-2
NORTMT,BIRNK-2
HEAPWS,BIRNK-2
TAHNKM,BIRNK-2
VOLTTO-4,BIRNK-2
REYHTI,BIRNK-2
TAYTER-4,BIRNK-2
MAGHTB-2,BIRNK-2
YTSPOP,BIRNK-2
TAHUOS,BIRNK-2
MATCKT,BIRNK-2
DUTRDE,BIRNK-2
MOLTEF,BIRNK-2
REYORS,BIRNK-2
LEBCWS,BIRNK-2
NIMHSA,BIRNK-2
THOIRA-13,BIRNK-2
LEMNPE,BIRNK-2
BRZNK,BIRNK-2
REPBRA,BIRNK-2
ALIMK,BIRNK-2
FITAMW,BIRNK-2
VECDHY,BIRNK-2
MATIHO,BIRNK-2
HODWWS,BIRNK-2
BARTRO-20,BIRNK-2
FORIDO-2,BIRNK-2
BIREAN,BIRNK-2
WILFCN,BIRNK-2
HEMFP-3,BIRNK-2
ZACTPC,BIRNK-2
GREUOD,BIRNK-2
GRALPN-5,BIRNK-2
PAOEAS,BIRNK-2
TSOSCH,BIRNK-2
DECLDQ,BIRNK-2
MORETA-13,BIRNK-2
TSOPOS,BIRNK-2
SCHKTO-16,BIRNK-2
CANSWO,BIRNK-2
ALRTLO,BIRNK-2
MAGWTT-2,BIRNK-2
WATSAF-2,BIRNK-2
TAHTMS-2,BIRNK-2
CAPEAN,BIRNK-2
KERRPS,BIRNK-2
KEITT,BIRNK-2
HENAPR,BIRNK-2
SHETVS,BIRNK-2
KUUNAT,BIRNK-2
RUIDWT,BIRNK-2
CHOIIA-4,BIRNK-2
HAUODE,BIRNK-2
TIGPOH,BIRNK-2
MILEE-2,BIRNK-2
STRCFN,BIRNK-2
STRSPA-19,BIRNK-2
NEEMWI,BIRNK-2
BEALMA,BIRNK-2
STEAPA-16,BIRNK-2
FORKAN-3,BIRNK-2
FREEEO-2,BIRNK-2
VOTPRI,BIRNK-2
GENOTE-2,BIRNK-2
KUMTEI-2,BIRNK-2
MARDAS-8,BIRNK-2
MANHMP,BIRNK-2
LASTTC,BIRNK-2
HORCAA-5,BIRNK-2
MIRREY,BIRNK-2
FIAQDF-5,BIRNK-2
FERHNT,BIRNK-2
BOHADF,BIRNK-2
ARRCIO,BIRNK-2
AMIPCD,BIRNK-2
YUEMR,BIRNK-2
RANMSC,BIRNK-2
BRINKA,BIRNK-2
REYPAA-2,BIRNK-2
KAMSIP-2,BIRNK-2
STUSTT,STUPIT-2
PEDDOE,STUPIT-2
STUESI,STUPIT-2
NERIIT-2,STUPIT-2
FRETVO-10,STUPIT-2
LANWDW,STUPIT-2
SALIBI,STUPIT-2
RUSKFZ,RIGCCA-2
MALTOA,RIGCCA-2
HANTHO-5,RIGCCA-2
BRIAJE,RIGCCA-2
NOWSVS-2,RIGCCA-2
RIGAVA,RIGCCA-2
HELVCA-2,RIGCCA-2
ROSIA-5,RIGCCA-2
WILASA-12,RIGCCA-2
HERGAA,DEMHMG
BAIPBA,DEMHMG
HESGAS,DEMHMG
WODRSH,DEMHMG
HERHTD-3,DEMHMG
WILALW-2,DEMHMG
KUKTGT,DEMHMG
BERUMR,DANTCA-12
KNERGA,DANTCA-12
OIMCTT,DANTCA-12
OIMTRG,DANTCA-12
KNIAIA,DANTCA-12
FERRGD,DANTCA-12
FRAUAA-4,DANTCA-12
DEPRTO,DANTCA-12
MOGMDA-3,TARTEC-4
THOTMI-5,TARTEC-4
THOHRL,TARTEC-4
MOGMDA-2,TARTEC-4
JOHEFP,TARTEC-4
OBRTCF,TARTEC-4
SCHCAT-66,TARTEC-4
TAYAOT-12,TARTEC-4
SIJFMA,CALFOB-2
LOSCIA-2,CALFOB-2
CARMAI-8,CALFOB-2
BOTCAA-2,CALFOB-2
LOSOAC,CALFOB-2
LANCAR-4,CALFOB-2
CALOTC-3,CALFOB-2
CALOTC-2,CALFOB-2
PAYCAI,CALFOB-2
PAYCC-2,CALFOB-2
CALIPI-3,CALFOB-2
LIAOMO,LIAMOI
BAKORT,LIAMOI
HOLMOI,LIAMOI
HOWHTH,LIAMOI
CARMSR-3,LIAMOI
HUTSWA-2,LIAMOI
CLATAH-7,LIAMOI
BOUHMT,LIAMOI
KHARPA-2,LIAMOI
FERHMO-2,LIAMOI
PREPAA-11,LIAMOI
MITMOL-2,LIAMOI
DEKPBI,LIAMOI
MCGTMP-2,TAJLWA
TAJTBE,TAJLWA
STETIO-59,TAJLWA
VANCEA-7,TAJLWA
VANSM-8,TAJLWA
VANE-56,TAJLWA
BYRGMD,FISLSS-2
FISZI,FISLSS-2
ROBRIA-4,FISLSS-2
FISPLE-2,FISLSS-2
ROBRIA-5,FISLSS-2
FISISI-2,FISLSS-2
EGLNHF,FISLSS-2
ERLHBO,SAWMTE
BAYTCA-2,SAWMTE
SHESVA-3,SAWMTE
OWETNO-3,SAWMTE
SAWTEO-5,SAWMTE
DINPCO,SAWMTE
JOWOTL,SAWMTE
LAVHBO,SAWMTE
ZILCIA,SAWMTE
SHENMS,SAWMTE
CHICOA-9,SAWMTE
NAKCAP-3,SAWMTE
HOLDCA-3,SAWMTE
PERTEO-36,SAWMTE
KATWID,SAWMTE
KATTDO-8,SAWMTE
SAWBTP,SAWMTE
GAIPOP,SAWMTE
MILPBT-4,SAWMTE
BARTMM-14,SAWMTE
GAIGVL,SAWMTE
BOYTRP-2,SAWMTE
KAGNEI,SAWMTE
MACWBO,SAWMTE
ZUKRCI,SAWMTE
STOMVM-3,SAWMTE
BARATO-28,SAWMTE
STOEIO-4,SAWMTE
KLIPEW,SAWMTE
KHUHCO,SAWMTE
KATHBO,SAWMTE
EVATPE-3,SAWMTE
DEGNAN,SUSBDI-2
KLEBEL,SUSBDI-2
SHUECI-2,SUSBDI-2
JOHBSS,SUSBDI-2
SPIBDA,SUSBDI-2
WEXATC,SUSBDI-2
LPENAA,SUSBDI-2
GAVBCA,SUSBDI-2
TERMBC,SUSBDI-2
BRONMP,SUSBDI-2
GOEPPI-4,SUSBDI-2
LIVIMP,SUSBDI-2
MYKBTT,DEBEMP
HALTAO-28,DEBEMP
MYKASO,DEBEMP
JALTIR,DEBEMP
PAVMAD,DEBEMP
MYKMAT-2,DEBEMP
HALSAA-8,DEBEMP
GRANIS,GRALPA-2
DELNVN,GRALPA-2
LEEOTA-4,GRALPA-2
MAHROD-3,GRALPA-2
KIJTPO-2,GRALPA-2
KEVPL,JENPLA-4
MANTBB,JENPLA-4
PAUIRI,JENPLA-4
JENRAP-3,JENPLA-4
JENTFO-9,JENPLA-4
JENPLS,JENPLA-4
JENTER-3,JENPLA-4
TENTJP,JENPLA-4
BRATPO-119,JENPLA-4
JENPOB-2,JENPLA-4
SHEITT-7,LITSOD
GUAROI,LITSOD
AHLPWA,LITSOD
RUNDWH,LITSOD
LITUSA,LITSOD
OKASOA,LITSOD
ANDMDD-4,RANDDP-8
MELTMF,RANDDP-8
MELBAP-2,RANDDP-8
ANDLDV-4,RANDDP-8
ANDUAL-2,RANDDP-8
BAUDAO,RANDDP-8
GUOTRB-4,KOCELA
CULMRA,KOCELA
GRLSLO,KOCELA
RICOJA,KOCELA
ZIGALA,KOCELA
ALHETI,KOCELA
KARUTU,KOCELA
EVAAOD,KOCELA
ELIHDE,KOCELA
PINCTM,KOCELA
ALHHUM,KOCELA
NAEELA,KOCELA
KHAIOE,KOCELA
GONHDI,KOCELA
VERLBE-2,KOCELA
BAICTI-2,KOCELA
HUTMAE-3,VEIRTD-2
MARNAT-20,VEIRTD-2
VEIEPO-2,VEIRTD-2
MINCEB,VEIRTD-2
VEIEPO,VEIRTD-2
VEICEB-2,VEIRTD-2
VEIMDA,VEIRTD-2
VEIHTS,VEIRTD-2
BERTIA-5,TORDTT-2
HENCDI-6,TORDTT-2
CLASPO-2,TORDTT-2
DONTEO-17,TORDTT-2
UGWSPO,TORDTT-2
METFMR,MORWIM-6
WOLBTC-2,MORWIM-6
VANMDA-9,MORWIM-6
MORMDA-10,MORWIM-6
KOOMDA,MORWIM-6
MORRDA-2,MORWIM-6
MUNRNE,MORWIM-6
XUEMDP,MORWIM-6
MUNMOT-2,MORWIM-6
MOROTR-11,MORWIM-6
JAKDER,MORWIM-6
MORSOM-8,MORWIM-6
MORRTR-8,MORWIM-6
SMIDDW-2,MORWIM-6
CARTPO-178,MORWIM-6
FOSMDI,MORWIM-6
ARTMII,MORWIM-6
HBEPNR,MORWIM-6
DESMDA,MORWIM-6
MORDSI-4,MORWIM-6
BRNTST-2,MORWIM-6
PLARAR-5,GUNCGW
HILICR,GUNCGW
LEECAI-7,GUNCGW
BROTMO-50,GUNCGW
PLAIRF-2,GUNCGW
FUMARM,GUNCGW
HALIAI-5,GUNCGW
VOGITT-3,GUNCGW
LIEBEA-3,GUNCGW
PLAMDO-2,GUNCGW
BAAICT,GUNCGW
DENSCT-2,HARCTP-6
BUZDYO,HARCTP-6
TSASWW,HARCTP-6
SHOCTW,HARCTP-6
HARMCM-4,HARCTP-6
MCCEWF,HARCTP-6
HARBBO-2,HARCTP-6
BOUOEB,HARCTP-6
FARAAS-3,LICAIT-2
ANDVOT-4,LICAIT-2
NANIAE,LICAIT-2
GNTAAH,LICAIT-2
DURWIA-3,LICAIT-2
KOEATA-2,LICAIT-2
WINTCO-22,LICAIT-2
OSITAI,LICAIT-2
MARAAD-23,LICAIT-2
BLIAIE,LICAIT-2
BURAAO-12,LICAIT-2
GUEUAI-2,LICAIT-2
SELAPU-2,LICAIT-2
LNIETR,LICAIT-2
TSYAIP,LICAIT-2
LILPPO-2,LICAIT-2
BOREAI-5,LICAIT-2
HENBEJ,LICAIT-2
VANSTA-16,LICAIT-2
GERTAE-3,LICAIT-2
LARTWI,LICAIT-2
RADAII,LICAIT-2
BECAIA-3,LICAIT-2
SAPPRF-2,LICAIT-2
RATCFC,LICAIT-2
NAGREA-2,LICAIT-2
HADPPO,LICAIT-2
FILNPO,LICAIT-2
ALSOTN,LICAIT-2
ALFTIT,LICAIT-2
STEDLE-2,PRAPTE
FEHTE,PRAPTE
LEVTER-2,PRAPTE
DOHIDF,PRAPTE
PERTSP-3,PRAPTE
LEEWSF-2,PRAPTE
GILEII-3,GILIEI-3
BLUSAU-3,GILIEI-3
GILCBD,GILIEI-3
POPBIC,GILIEI-3
GILBVR,GILIEI-3
GILDTD-3,GILIEI-3
BLUSAU,GILIEI-3
MONDBS,GILIEI-3
NADTIP,ISACEA
NEUESC-3,ISACEA
KAZLIU,ISACEA
DEBWCE-2,ISACEA
KOCHWM,ISACEA
NICETD,ISACEA
LANCRI-3,ISACEA
VIEMTS,ISACEA
KOCRWI-2,ISACEA
RICCSO-2,ISACEA
REUCTA-2,ISACEA
VELICE,ISACEA
SKOCEI,ISACEA
GIBCEA-4,ISACEA
MATLCE-8,ISACEA
JEFBDR,ISACEA
LALAMD,ISACEA
LHRCEP,ISACEA
LEEWAM,ISACEA
VONRRF-2,ISACEA
PLLETT,ISACEA
MAMREE-2,ISACEA
OLICGB,ISACEA
RATCEC-2,ISACEA
HOPCEA,ISACEA
MADLIO,ISACEA
BHOHAL,BHONEA
HILNTO-2,BHONEA
LOEHLA-2,BHONEA
SHUHAO-2,BHONEA
GRAPGW-3,BHONEA
SENIBI,BHONEA
KIMOSO,BHONEA
ANDEVI,BHONEA
BLABLE,BHONEA
BHOWCD,BHONEA
BUIAHN,BHONEA
BUIAEA,BHONEA
EAGHLS,BHONEA
SHUTPT-3,BHONEA
BHOOUM,BHONEA
BUILP-2,BHONEA
LOEAWF,BHONEA
DEMGTP,BHONEA
GUPIDO-3,BHONEA
BHONOA,BHONEA
KOVAEI,BHONEA
SMINLA-3,BHONEA
KOVTOS,BHONEA
DORWDT,BHONEA
DORWDT-3,BHONEA
DUGLHE,BHONEA
HICBTE-3,BHONEA
CONVAV,BEAIAV
NICCPA-5,BEAIAV
AMEPIA-3,BEAIAV
TRIPWA,BEAIAV
POTTCO-4,BEAIAV
MEYTEA,BEAIAV
MAROVA-3,BEAIAV
DIEPWM,BEAIAV
HORACP,BEAIAV
JAMWTG,BEAIAV
HUHTSC,BEAIAV
BACIAA-3,BEAIAV
KVEEAA,ANDVOT-4
HAUPTA-2,ANDVOT-4
NAESWD,ANDVOT-4
HEEAPA,ANDVOT-4
JOERFA,ANDVOT-4
FACAAA,ANDVOT-4
CLOTEO-6,ANDVOT-4
PFLEAI,ANDVOT-4
OSITAI,ANDVOT-4
ANDOHC-2,ANDVOT-4
SMAPTA-2,ANDVOT-4
TIRIAA,ANDVOT-4
ANDEHM,ANDVOT-4
PREPAA-11,ANDVOT-4
PETWIT-6,PETIVC
PETIDH-2,PETIVC
STETDM-4,PETIVC
PETLDI-4,PETIVC
WEIAEA-5,PETIVC
PETGBI-2,PETIVC
SLATOS,PETIVC
PETAAF-5,PETIVC
RADRTH-3,PETIVC
RADRTH-2,PETIVC
BENASO-22,RASHAD
BENIDH,RASHAD
WODRSH,RASHAD
LIPTBO-10,RASHAD
DALIIB,RASHAD
ALBDHO,RASHAD
ALBDBO-2,RASHAD
ISHWMD,RASHAD
RASIBA-2,RASHAD
ERGRBE,TUVDFA
KOMSAE,TUVDFA
SHAEAE-10,TUVDFA
HAKESO,TUVDFA
RIEEVU-2,TUVDFA
RIEEVU,TUVDFA
KUCEOU,TUVDFA
BONTDO-21,WALOHO
SKORSF,WALOHO
SKOCAT-2,WALOHO
DNDTDO,WALOHO
BELEDA-3,WALOHO
KHEMAA,WALOHO
CHEHEL-2,FENJTR
HERSLI-2,FENJTR
WINIBB,FENJTR
WINIBB-2,FENJTR
SHECEO-2,FENJTR
ZHAHCE,FENJTR
TUELA,FENJTR
BANFCS-3,FENJTR
SHAACS-15,FENJTR
LAPISM,FENJTR
MACIRW,FENJTR
ZHAHAW-3,FENJTR
DAVCIC-4,ABRDL
MANHTH,ABRDL
RUDCMN,ABRDL
KOCVDA,ABRDL
SANPIA-19,ABRDL
ABRPUI,ABRDL
ABRIFU,ABRDL
MCSMAE,PAUCC-3
PAUDCF-2,PAUCC-3
PAUDMF,PAUCC-3
NIETDS,PAUCC-3
PAUTRF,PAUCC-3
QUETEO-3,PAUCC-3
BARCAM-8,PAUCC-3
PAUCIS-2,PAUCC-3
PAUCI,PAUCC-3
NIEUDE,PAUCC-3
PARAPE-6,PAUCC-3
BLURAV,BRACEC-3
BRETVA-2,BRACEC-3
BRAOBA-2,BRACEC-3
LUTAPN-2,BRACEC-3
COHWCH,BRACEC-3
LINOTE-4,BRACEC-3
JAKOPF-2,BRACEC-3
BRAOBA-5,BRACEC-3
REPDSE,BRACEC-3
KOCVOH,BRACEC-3
BELODR,BRACEC-3
CALILA,GARTTP-3
NERETI-4,GARTTP-3
HOFNUI,GARTTP-3
MORAMR-2,GARTTP-3
MORPTT-9,GARTTP-3
SIMRGI-2,GARTTP-3
WOLFRW,GARTTP-3
PAMTEO,GARTTP-3
LAWDAT-3,GARTTP-3
BOUTMG,GARTTP-3
GARGPL-2,GARTTP-3
MEEETP,GARTTP-3
MCKTPP-2,GARTTP-3
GALVIE-2,GARTTP-3
HUNEIH,BLEPCA-2
PILRTV,BLEPCA-2
BLESOC,BLEPCA-2
DELEIA-2,BLEPCA-2
TORROR,BLEPCA-2
BLEOAM,BLEPCA-2
LUCFSM,TALOAN
BAKGIP,TALOAN
HERWC,TALOAN
HERIRT-3,TALOAN
HASBAB,TALOAN
MCCCOM-2,TALOAN
BASTAT-10,TALOAN
SHRDQC-2,TALOAN
TALMIS-2,TALOAN
BARSMC-2,TALOAN
LUSCSA,TALOAN
LENTCO-8,TALOAN
ELDIEI,TALOAN
BENMUT,TALOAN
SHOCAR-6,TALOAN
CONMEI-3,TALOAN
LEOWDD,TALOAN
BACBTM-2,TALOAN
PREP-8,TALOAN
VIETSO-2,TALOAN
ALEICV,TALOAN
TRUDTN,TALOAN
GALMAM-5,TALOAN
CALLDI-3,TALOAN
LENTWT,TALOAN
HERTUO-14,TALOAN
LEOWDD-2,TALOAN
CARCMH,TALOAN
BASMBS,TALOAN
CONITA-4,TALOAN
PARCSM-5,TALOAN
TALMTA-2,TALOAN
BETHTC-2,TALOAN
GIOOTD,TALOAN
VESTCO-7,TALOAN
PADMCA-3,TALOAN
RUNCMI,TALOAN
PINCVE,TALOAN
BOCBVP,TALOAN
LUCTQO,TALOAN
MATETA-3,TALOAN
DECIMA-3,TALOAN
RUTEAI,TALOAN
MITAFY,TALOAN
SARSMC,TALOAN
ELMPOC-2,TALOAN
RITCAM,TALOAN
VOSEEO,TALOAN
ANAIMA-2,TALOAN
INGCHM,TALOAN
ISAELA,TALOAN
THATLO-11,TALOAN
BELCIE,TALOAN
RUNCII,TALOAN
KEYMPP,TALOAN
SCHWIT-24,TALOAN
SCHMIE-6,TALOAN
PADMCA-4,TALOAN
HEIANI,TALOAN
BELCIE-2,TALOAN
ANSLOM-2,TALOAN
PETAPB,JOHABO-5
JORAAT-4,JOHABO-5
FAZABS,JOHABO-5
FLEWFA,JOHABO-5
HEDOSC,JOHABO-5
JOHAAV,JOHABO-5
LIAOT,JOHABO-5
PUDUBT,JOHABO-5
JOHTDO-36,JOHABO-5
NEUESC-3,JOHABO-5
DOYLTA,JOHABO-5
BASTEO-19,JOHABO-5
GRAWWO-2,JOHABO-5
JOHUPA-2,JOHABO-5
KARHAA-2,JOHABO-5
HASWYA-2,JOHABO-5
TAYEAT-5,JOHABO-5
KEEEFI-2,JOHABO-5
LIPUUA-2,JOHABO-5
BASTIO-17,JOHABO-5
CASEML,JOHABO-5
WALABB-2,JOHABO-5
MARAAD-23,JOHABO-5
VREAAB,JOHABO-5
BROPEA-7,JOHABO-5
PREPII-3,JOHABO-5
DOWADA-3,JOHABO-5
BERWLB,JOHABO-5
HYECTP,HANHCN
HANCAE-11,HANHCN
HANDLO-5,HANHCN
HYEAAR,HANHCN
HANEPM,HANHCN
HANMGM,HANHCN
NAVTLO-2,HANHCN
LUITIT,HANHCN
CAMVEA,HANHCN
KAWEAA,RANDDP-9
ANDMDD-4,RANDDP-9
GALHCC,RANDDP-9
MELTMF,RANDDP-9
MELBAP-2,RANDDP-9
ANDUAL-2,RANDDP-9
BAUDAO,RANDDP-9
DUIWSO,RANDDP-9
BOLETV,COUTVO-5
SINWOT,COUTVO-5
BERTAC-9,COUTVO-5
LUNETO,COUTVO-5
JEOQNC,COUTVO-5
CASAIO-3,COUTVO-5
NGUVCH,NGUTAS
HANTHO-5,NGUTAS
NGUPVE,NGUTAS
NGUDGR,NGUTAS
RIGCCA-2,NGUTAS
HARDAI-7,NGUTAS
OSLTEO,KRUEAE
JAMFTT-2,KRUEAE
SUTSAA-2,KRUEAE
JOERFA,KRUEAE
LAVAAT-6,KRUEAE
FERHFA,KRUEAE
EICSME,KRUEAE
KRUAEA-2,KRUEAE
JAMDDH,KRUEAE
KRUAAS,KRUEAE
LAVASI-2,KRUEAE
STEFAT-7,KRUEAE
CANELW,KRUEAE
WALSAA-24,KRUEAE
OSLSAE-2,KRUEAE
MAISAE-2,KRUEAE
KRUCWT,KRUEAE
EKDBPA,KRUEAE
TANAPA-9,KRUEAE
KRUAAA-3,KRUEAE
SVEEAT,KRUEAE
RINISF,KRUEAE
VOIDSM,KRUEAE
FABTAS,KRUEAE
TIRIAA,KRUEAE
DOLASA,KRUEAE
LINTEO-36,KRUEAE
GLAEAS-3,KRUEAE
OSLTWO,KRUEAE
OSLTEO-2,KRUEAE
BORBOO,KRUEAE
EKDEAV,KRUEAE
OSLWCI,KRUEAE
FIGDSV-2,KRUEAE
ELLIOA-2,KRUEAE
BORHOS,KRUEAE
VIOSTT,KRUEAE
CANEEA-4,KRUEAE
KHAPRO-3,KRUEAE
NAGIAC-2,KRUEAE
MULFAT-5,KRUEAE
WALSAA-22,KRUEAE
SARER-3,KRUEAE
CASEIT-3,KRUEAE
MULCFE,KRUEAE
SILTTA-5,HAMFFW
SILTTA-4,HAMFFW
TAYFCI,HAMFFW
SILMWT-2,HAMFFW
STETIA-17,HAMFFW
ZUOMSO,HAMFFW
MCTJFA,HAMFFW
BREPC-3,HAMFFW
LAUSEP-2,PURSTF
DECTHB,PURSTF
VANPAO-12,PURSTF
DEGCAV-2,PURSTF
OKEIST,PURSTF
DNIFFA,PURSTF
QUISFH,PURSTF
ABEATS-2,PURSTF
MARTVA-2,PURSTF
QUIHSB,PURSTF
DEGCPI-2,PURSTF
ENYIST-2,PURSTF
DEGEAB,PURSTF
CASTMO-6,PURSTF
EVAFAT-4,GENFP
FASBCA-3,GENFP
LISFMP,GENFP
ISANIC,GENFP
LISABC-2,GENFP
RAITAL-2,GENFP
BENMDM-2,MOROTO-3
SINIDO-8,MOROTO-3
SINOTA-2,MOROTO-3
STEBDA-5,MOROTO-3
ENDWTP,MOROTO-3
BLUBMF,MOROTO-3
HERM,MOROTO-3
STEARI-5,MOROTO-3
CAUPSD,MOROTO-3
MARBE,MOROTO-3
MORBE-4,MOROTO-3
LEFMFA,MOROTO-3
YOUAPA,MOROTO-3
FROWMI,MOROTO-3
DILWMA,MOROTO-3
SCHABE-3,MOROTO-3
BERFMA,MOROTO-3
CRUCIE-2,LENRTH-3
WANCLC-5,LENRTH-3
WEIDAE-2,LENRTH-3
LENBOE,LENRTH-3
BELDTO-2,LENRTH-3
BELASW-2,LENRTH-3
IACCIT-2,LENRTH-3
GIOSCL,LENRTH-3
WENSCL,LENRTH-3
LENBTO,LENRTH-3
KOBRGM,WALNAE-3
ADLDBT,WALNAE-3
FISNAT-5,WALNAE-3
WOOR-40,WALNAE-3
WALQGA,WALNAE-3
ROBAGO-5,WALNAE-3
WALORA-6,WALNAE-3
ROSDOE-2,WALNAE-3
WOOFAC-2,WALNAE-3
BOKADM,JACTRB-5
BARCFE-5,JACTRB-5
EVAFAT-4,JACTRB-5
JACFHA-2,JACTRB-5
JACDDA-2,JACTRB-5
JACBCA-3,JACTRB-5
SCHB,JACTRB-5
RANTVO-5,JACTRB-5
BLAAPW-3,JACTRB-5
VOLAZE,JACTRB-5
DIXNHF,JACTRB-5
NETNDT,JACTRB-5
KAWEAA,JACTRB-5
VANTOH-3,JACTRB-5
JACTCS-2,JACTRB-5
LICBNT,JACTRB-5
GAOBKA-2,JACTRB-5
SILTLT-4,JACTRB-5
ICHECZ,JACTRB-5
QUAKOT,JACTRB-5
SILOBA-2,JACTRB-5
STEBCI-3,JACTRB-5
QUAKOB-2,JACTRB-5
BASMOB-2,JACTRB-5
GOLTRH-3,JACTRB-5
SILMSE-2,JACTRB-5
SISAAD-2,JACTRB-5
WILTTP-12,JACTRB-5
SATADA,JACTRB-5
LOEAAI-2,JACTRB-5
BUCFAT,JACTRB-5
KHARTP-2,JACTRB-5
BRIIHY,JACTRB-5
ROSCAK,JACTRB-5
CARM-25,JACTRB-5
JACPTM,JACTRB-5
BARWMS,JACTRB-5
LLOAEO-2,JACTRB-5
FALIAC-3,JACTRB-5
JACOTI-2,JACTRB-5
VERISO-8,JACTRB-5
AXTWAC,JACTRB-5
DINBDS,JACTRB-5
JACWCA-2,JACTRB-5
ALOTLO,JACTRB-5
DINDOA-2,JACTRB-5
BROAEC-2,JACTRB-5
CLASPO-2,ROTTIO-13
WOOHFC,ROTTIO-13
ARCHMV,ROTTIO-13
TONDNI,ROTTIO-13
VUKCPO,ROTTIO-13
CLAOFT,ROTTIO-13
PANDTB-3,ROTTIO-13
HEEVOA,SMATWW
SMAEDT,SMATWW
HEECAT-2,SMATWW
HEEDLE,SMATWW
SMAMOT,SMATWW
DAHABT,SMATWW
HEEAVE,SMATWW
HEETIC-4,SMATWW
SMATCE-2,SMATWW
HEEAPA,SMATWW
HEECAT-3,SMATWW
KHUMCA-3,BERTOT-11
HASFOL-2,BERTOT-11
SILELW,BERTOT-11
BERHAO-5,BERTOT-11
STARTR-3,BERTOT-11
BERLWG,BERTOT-11
DUTSCP-2,BERTOT-11
KHUFOL,BERTOT-11
HIRAAL,HICWES
BENBWT,HICWES
MALDAT-7,HICWES
SHUTPT-3,HICWES
DUGSAH,HICWES
ESFHTS,HICWES
FRIOPB,HICWES
MAIRCD,CAPTOH
LEWKM,CAPTOH
CABSPA,CAPTOH
MAUWIM,CAPTOH
MAUQQL,CAPTOH
BRETVA-2,CAPTOH
IOVYOP,CAPTOH
PINTPO-22,CAPTOH
MAYTCP-4,CAPTOH
LEPSCP,CAPTOH
DUTCEA,CAPTOH
REIEFE,REITFA-3
BAUCCO,REITFA-3
SCHTIC-8,REITFA-3
